level_0,Action,Documentary,Adventure,Comedy,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Animation,Language,combined_features,title,id,popularity,keywords,index
181462,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign shower future hologram space alien creature explosion ,Critters 4,12525,11.628,shower future hologram space alien creature explosion ,3175
181471,Action,,,Comedy,,,,,Horror,,,,,,,,,,Foreign,"Action   Comedy     Horror          Foreign martial arts undercover cop police corruption los angeles, california drug lord ",Rapid Fire,13153,11.81,"martial arts undercover cop police corruption los angeles, california drug lord ",3176
181497,,,,,,,,,,,,,,,,,,,English,                  English love triangle based on novel or book revenge interracial relationship native american period drama historical warfare colonialism 18th century warrior french and indian war ,The Last of the Mohicans,9361,22.302,love triangle based on novel or book revenge interracial relationship native american period drama historical warfare colonialism 18th century warrior french and indian war ,3177
181509,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign erotic movie sleazy giallo giallo ,The Black Gloves,29090,11.795,erotic movie sleazy giallo giallo ,3178
181516,,Documentary,,Comedy,Drama,,,,,,,,,,,,,,Foreign, Documentary  Comedy Drama              Foreign underdog based on novel or book parent child relationship veterinarian villain resurrection stepfather horror woods zombie dog pet cemetery woman director ,Pet Sematary II,10906,22.401,underdog based on novel or book parent child relationship veterinarian villain resurrection stepfather horror woods zombie dog pet cemetery woman director ,3179
181572,,,,,Drama,,,,,,,,,TV Movie,,,,,English,"    Drama         TV Movie     English london, england based on novel or book queen elizabeth i androgyny breaking the fourth wall woman director nobleman women's rights ottoman empire ",Orlando,9300,10.663,"london, england based on novel or book queen elizabeth i androgyny breaking the fourth wall woman director nobleman women's rights ottoman empire ",3180
181574,,,,Comedy,,Family,,,,,,Romance,,,,,,,Foreign,   Comedy  Family      Romance       Foreign prostitute adultery sexuality jealousy husband wife relationship infidelity symbolism passion seduction pregnancy machismo matador rural area unfaithfulness extramarital affair sensuality male model drunkenness underwear manufacturer mother daughter relationship ,Jamon Jamon,4507,19.801,prostitute adultery sexuality jealousy husband wife relationship infidelity symbolism passion seduction pregnancy machismo matador rural area unfaithfulness extramarital affair sensuality male model drunkenness underwear manufacturer mother daughter relationship ,3181
181575,Action,,,Comedy,,,,,,,,,,,,,,,Foreign,Action   Comedy               Foreign transvestism hostage love of one's life northern ireland male homosexuality teenage crush soldier political unrest gay ,The Crying Game,11386,12.248,transvestism hostage love of one's life northern ireland male homosexuality teenage crush soldier political unrest gay ,3182
181591,,,,,Drama,,,,Horror,,,,,,Thriller,,,,Foreign,    Drama    Horror      Thriller    Foreign bomb terrorist explosive senator extramarital affair bomb threat ,Live Wire,12629,9.293,bomb terrorist explosive senator extramarital affair bomb threat ,3183
181599,,,,,Drama,,,,,,Mystery,,,TV Movie,,,,,English,    Drama      Mystery   TV Movie     English usa–mexico border killer legs cult film ,El Mariachi,9367,15.165,usa–mexico border killer legs cult film ,3184
181630,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign based on novel or book peasant rural area injustice ,The Story of Qiu Ju,38143,11.99,based on novel or book peasant rural area injustice ,3185
181640,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign hacker mathematician assignment ,Sneakers,2322,13.298,hacker mathematician assignment ,3186
181655,,,,Comedy,,Family,,,,,,Romance,,,,,,,Foreign,"   Comedy  Family      Romance       Foreign free love lovesickness roommate cheating ex-boyfriend ex-girlfriend love of one's life seattle, usa blind date grunge ",Singles,11068,11.772,"free love lovesickness roommate cheating ex-boyfriend ex-girlfriend love of one's life seattle, usa blind date grunge ",3187
181664,,,,,Drama,,,,,,,,,,,,,,Foreign,,Sex and Curse,447344,13.389,,3188
181666,Action,,,,,,,,,,,,,,,,,,Foreign,Action                  Foreign investigation urban legend urban university evil candyman hook for a hand housing project urban decay ,Candyman,9529,17.998,investigation urban legend urban university evil candyman hook for a hand housing project urban decay ,3189
181668,,,,Comedy,Drama,,,,,,,,,,,,,,English,   Comedy Drama              English nightclub game of dice sculpture pinhead cenobyten reporter puzzle box evil cenobite ,Hellraiser III: Hell on Earth,11569,16.042,nightclub game of dice sculpture pinhead cenobyten reporter puzzle box evil cenobite ,3190
181705,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English individual sibling relationship gambling montana journalist prohibition era fishing fly fishing pastor ,A River Runs Through It,293,18.148,individual sibling relationship gambling montana journalist prohibition era fishing fly fishing pastor ,3191
181711,,,,,,,,,,,,,,,Thriller,,,,Foreign,              Thriller    Foreign frigidity musical marriage separation teacher student relationship fake documentary ,Husbands and Wives,28384,9.593,frigidity musical marriage separation teacher student relationship fake documentary ,3192
181717,,,,Comedy,,,,,,,,,,,,,,,English,   Comedy               English robbery office shop estate agent contest cowardliness cult film real estate neo-noir ,Glengarry Glen Ross,9504,11.054,robbery office shop estate agent contest cowardliness cult film real estate neo-noir ,3193
181730,Action,,,Comedy,,,,,,,,,Science Fiction,,,,,Animation,Foreign,Action   Comedy         Science Fiction     Animation Foreign dream worker country life farm worker farm error great depression ,Of Mice and Men,9609,14.735,dream worker country life farm worker farm error great depression ,3194
181732,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign new york city corruption rape detective nun baseball drug addiction homicide drug dealer heroin crucifixion gambling debt police teenage girl police corruption drinking masturbation catholicism police lieutenant salvation christ figure ,Bad Lieutenant,12143,12.78,new york city corruption rape detective nun baseball drug addiction homicide drug dealer heroin crucifixion gambling debt police teenage girl police corruption drinking masturbation catholicism police lieutenant salvation christ figure ,3195
181753,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign anime ,Dragon Ball Z: Gather Together! Goku's World,299963,41.206,anime ,3196
181764,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign monopoly ,Captain Ron,14361,10.99,monopoly ,3197
181804,Action,,,,,,,,,,,,,,,,,,Foreign,Action                  Foreign china emperor ,Royal Tramp 2,51731,10.519,china emperor ,3198
181842,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English prison cyborg married couple future dystopia escape evil corporation population control action hero ,Fortress,12088,12.02,prison cyborg married couple future dystopia escape evil corporation population control action hero ,3199
181859,,,,,,,,,,,,,,,,,,,English,                  English cat mouse family ,Tom and Jerry: The Movie,22582,21.029,cat mouse family ,3200
181890,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign sports ice hockey winning the big game minneapolis kids’ sports team ,The Mighty Ducks,10414,14.917,sports ice hockey winning the big game minneapolis kids’ sports team ,3201
181892,,,,Comedy,,,,,,,,Romance,,,,,,,English,"   Comedy        Romance       English pop concert live performance bucharest, romania the king of pop lia manoliu ",Michael Jackson: Live in Bucharest - The Dangerous Tour,20227,11.164,"pop concert live performance bucharest, romania the king of pop lia manoliu ",3202
181935,,,,,,,,,,,,,,,Thriller,,,,English,              Thriller    English martial arts terrorist war ship mercenary nuclear missile u.s. navy hostage-taking one against many battleship action hero good versus evil ,Under Siege,8845,20.091,martial arts terrorist war ship mercenary nuclear missile u.s. navy hostage-taking one against many battleship action hero good versus evil ,3203
181947,Action,,Adventure,,,,Fantasy,,,,,,,,,,,,Foreign,Action  Adventure    Fantasy            Foreign prophecy witch swordplay supermarket castle catapult chain saw time frame skeleton pit windmill incantation time travel undead knight zombie cult film middle ages necronomicon doppelgänger psychotronic 13th century ,Army of Darkness,766,22.914,prophecy witch swordplay supermarket castle catapult chain saw time frame skeleton pit windmill incantation time travel undead knight zombie cult film middle ages necronomicon doppelgänger psychotronic 13th century ,3204
181966,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign indigenous discovery of america the new world native american christopher columbus 15th century ,1492: Conquest of Paradise,1492,16.36,indigenous discovery of america the new world native american christopher columbus 15th century ,3205
182013,,,,,,,,,,,,,,,,,,Animation,Foreign,                 Animation Foreign revenge ,Wuthering Heights,25095,11.931,revenge ,3206
182014,Action,,,,,,,,,,,,Science Fiction,,,,,,English,,Consenting Adults,37753,12.537,,3207
182041,Action,,,,,,,,Horror,,,,,,,,,,English,Action        Horror          English cuckold erotic movie erotic thriller ,Animal Instincts,49292,12.879,cuckold erotic movie erotic thriller ,3208
182056,,,,Comedy,,,,,,,,,,,,,,,English,,Dr. Giggles,37527,9.542,,3209
182061,,,,,,,,,,,,Romance,,,,,,,English,           Romance       English woman director ,Dreaming About You,108777,11.268,woman director ,3210
182183,,,,Comedy,,,,,,,,Romance,,,,,,,Foreign,   Comedy        Romance       Foreign fight blindness and impaired vision victim serial killer falling in love series of murders police officer surveillance ,Jennifer Eight,10424,10.387,fight blindness and impaired vision victim serial killer falling in love series of murders police officer surveillance ,3211
182188,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,"   Comedy Drama              Foreign airport terrorist florida fbi hijacking ex-cop los angeles, california ",Passenger 57,10538,21.697,"airport terrorist florida fbi hijacking ex-cop los angeles, california ",3212
182201,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign magic parrot musical tiger sultan flying carpet wish cartoon princess love monkey arab aftercreditsstinger genie arabian nights animal sidekick magic lamp ,Aladdin,812,72.699,magic parrot musical tiger sultan flying carpet wish cartoon princess love monkey arab aftercreditsstinger genie arabian nights animal sidekick magic lamp ,3213
